5033419560201 26.0  8.5  0.009999-99.9-99.9-99.9-99.912.1 87-9.9-99-99.9 -99-99.927.5-9.9
5033419560202 32.3 12.7  0.009999-99.9-99.9-99.9-99.911.6 84-9.9-99-99.9 -99-99.926.7-9.9
5033419560203 33.2 16.4  0.009999-99.9-99.9-99.9-99.911.0 80-9.9-99-99.9 -99-99.925.7-9.9
5033419560204 31.5 19.5  0.819999-99.9-99.9-99.9-99.9 4.5 32-9.9-99-99.9 -99-99.914.7-9.9
5033419560205 25.4 14.3  0.009999-99.9-99.9-99.9-99.9 8.7 63-9.9-99-99.9 -99-99.921.7-9.9
5033419560206 26.3  5.8  0.009999-99.9-99.9-99.9-99.912.1 88-9.9-99-99.9 -99-99.927.2-9.9
5033419560207 29.4 12.7  0.009999-99.9-99.9-99.9-99.911.1 81-9.9-99-99.9 -99-99.925.5-9.9
5033419560208 31.5 15.6  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.3-9.9
5033419560209 34.2 20.1  0.009999-99.9-99.9-99.9-99.910.4 76-9.9-99-99.9 -99-99.924.2-9.9
5033419560210 33.5 18.1  0.009999-99.9-99.9-99.9-99.911.1 82-9.9-99-99.9 -99-99.925.4-9.9
5033419560211 33.0 17.4  0.009999-99.9-99.9-99.9-99.910.0 74-9.9-99-99.9 -99-99.923.5-9.9
5033419560212 34.0 15.8  3.619999-99.9-99.9-99.9-99.9 9.8 72-9.9-99-99.9 -99-99.922.9-9.9
5033419560213 27.4 14.8  0.009999-99.9-99.9-99.9-99.910.8 80-9.9-99-99.9 -99-99.924.6-9.9
5033419560214 29.5  7.2  0.009999-99.9-99.9-99.9-99.9 9.6 71-9.9-99-99.9 -99-99.922.5-9.9
5033419560215 27.9  7.7  0.009999-99.9-99.9-99.9-99.910.8 81-9.9-99-99.9 -99-99.924.5-9.9
5033419560216 32.6 15.9  0.009999-99.9-99.9-99.9-99.911.6 87-9.9-99-99.9 -99-99.925.7-9.9
5033419560217 34.8 18.2  0.009999-99.9-99.9-99.9-99.911.1 83-9.9-99-99.9 -99-99.924.7-9.9
5033419560218 34.9 14.1  0.009999-99.9-99.9-99.9-99.910.4 78-9.9-99-99.9 -99-99.923.5-9.9
5033419560219 35.1 19.4 26.319999-99.9-99.9-99.9-99.9 4.3 32-9.9-99-99.9 -99-99.913.7-9.9
5033419560220 28.7 18.4  5.419999-99.9-99.9-99.9-99.9 6.6 50-9.9-99-99.9 -99-99.917.4-9.9
5033419560221 24.0 11.9  0.009999-99.9-99.9-99.9-99.9 5.3 40-9.9-99-99.9 -99-99.915.2-9.9
5033419560222 24.8  6.7  0.009999-99.9-99.9-99.9-99.910.5 80-9.9-99-99.9 -99-99.923.4-9.9
5033419560223 29.4 10.3 16.219999-99.9-99.9-99.9-99.910.3 78-9.9-99-99.9 -99-99.922.8-9.9
5033419560224 27.5 10.1  0.009999-99.9-99.9-99.9-99.910.2 78-9.9-99-99.9 -99-99.922.7-9.9
5033419560225 28.0 16.1  0.009999-99.9-99.9-99.9-99.9 7.2 55-9.9-99-99.9 -99-99.917.9-9.9
5033419560226 30.0 14.3  4.219999-99.9-99.9-99.9-99.910.3 79-9.9-99-99.9 -99-99.922.6-9.9
5033419560227 27.0 15.2  8.319999-99.9-99.9-99.9-99.9 3.8 29-9.9-99-99.9 -99-99.912.4-9.9
5033419560228 23.9 12.5  0.009999-99.9-99.9-99.9-99.911.4 88-9.9-99-99.9 -99-99.924.1-9.9
5033419560229 31.0 10.7  0.009999-99.9-99.9-99.9-99.911.9 92-9.9-99-99.9 -99-99.924.7-9.9
5033419560301 33.0 12.9  0.009999-99.9-99.9-99.9-99.910.8 84-9.9-99-99.9 -99-99.923.0-9.9
5033419560302 34.0 13.5  0.009999-99.9-99.9-99.9-99.910.9 85-9.9-99-99.9 -99-99.923.0-9.9
5033419560303 32.0 19.9  0.009999-99.9-99.9-99.9-99.9 5.9 46-9.9-99-99.9 -99-99.915.3-9.9
5033419560304 30.4 17.1  0.009999-99.9-99.9-99.9-99.9 3.9 30-9.9-99-99.9 -99-99.912.1-9.9
5033419560305 34.0 15.6  0.009999-99.9-99.9-99.9-99.910.4 82-9.9-99-99.9 -99-99.922.0-9.9
5033419560306 27.6 17.4 27.819999-99.9-99.9-99.9-99.9 3.5 27-9.9-99-99.9 -99-99.911.4-9.9
5033419560307 28.8 12.4  0.009999-99.9-99.9-99.9-99.910.8 86-9.9-99-99.9 -99-99.922.4-9.9
5033419560308 31.8 16.6  0.009999-99.9-99.9-99.9-99.910.3 82-9.9-99-99.9 -99-99.921.5-9.9
5033419560309 33.4 20.7 10.219999-99.9-99.9-99.9-99.9 9.0 72-9.9-99-99.9 -99-99.919.5-9.9
5033419560310 32.0 17.7 91.619999-99.9-99.9-99.9-99.9 3.6 28-9.9-99-99.9 -99-99.911.2-9.9
5033419560311 26.0 13.1 22.019999-99.9-99.9-99.9-99.9 3.8 30-9.9-99-99.9 -99-99.911.5-9.9
5033419560312 19.0 12.2  0.009999-99.9-99.9-99.9-99.9 4.3 34-9.9-99-99.9 -99-99.912.1-9.9
5033419560313 22.0 10.8  0.009999-99.9-99.9-99.9-99.9 3.0 24-9.9-99-99.9 -99-99.910.2-9.9
5033419560314 27.3 11.5  0.009999-99.9-99.9-99.9-99.9 7.0 56-9.9-99-99.9 -99-99.915.9-9.9
5033419560315 30.6 17.1  0.009999-99.9-99.9-99.9-99.9 5.8 47-9.9-99-99.9 -99-99.914.2-9.9
5033419560316 23.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.6 54-9.9-99-99.9 -99-99.915.3-9.9
5033419560317 26.0  9.6  0.009999-99.9-99.9-99.9-99.9 6.2 50-9.9-99-99.9 -99-99.914.5-9.9
5033419560318 29.5 13.6  0.009999-99.9-99.9-99.9-99.9 6.7 55-9.9-99-99.9 -99-99.915.2-9.9
5033419560319 29.5 15.7  0.009999-99.9-99.9-99.9-99.9 5.6 46-9.9-99-99.9 -99-99.913.5-9.9
5033420190904 12.5 -5.0  0.009999-99.9-99.9-99.9-99.9 4.5 39 4.0 50 -5.7  13 10.410.4 2.4
5033420190905 11.0  0.6  0.009999-99.9-99.9-99.9-99.9 0.0  0 5.2 56 -2.3  24 19.2 4.8 2.8
5033420190906 16.8  3.6  0.009999-99.9-99.9-99.9-99.9 0.0  0 8.6 69  4.8  18 14.4 4.8 2.2
5033420190907 21.5  6.0  0.009999-99.9-99.9-99.9-99.9 5.1 4410.8 69  8.2  16 12.811.4 3.0
5033420190908 21.0  0.5  0.819999-99.9-99.9-99.9-99.9 4.0 35 9.4 73  6.1  10  8.010.1 2.2
5033420190909 13.7  8.5 11.019999-99.9-99.9-99.9-99.9 0.0  011.0 83  8.3  18 14.4 4.9 1.7
5033420190910 18.0  6.2  0.519999-99.9-99.9-99.9-99.9 2.3 2011.6 82  9.1   9  7.2 8.0 1.8
5033420190911 11.7  4.7  0.009999-99.9-99.9-99.9-99.9 3.5 30 9.0 83  5.5  18 14.4 9.6 2.0
5033420190912 20.5  2.0  0.009999-99.9-99.9-99.9-99.9 8.0 68 8.7 65  4.9  16 12.815.6 3.4
5033420190913 22.9  4.0  0.009999-99.9-99.9-99.9-99.9 6.0 51 9.2 60  5.8  21 16.813.1 4.0
5033420190914 23.5  6.3  0.009999-99.9-99.9-99.9-99.9 4.0 3410.2 60  7.2  25 20.010.5 4.2
5033420190915 24.8 10.0  0.009999-99.9-99.9-99.9-99.9 2.4 2013.7 69 11.7  23 18.4 8.4 3.6
5033420190916 19.0  5.5  0.009999-99.9-99.9-99.9-99.9 7.2 61 7.4 52  2.7  19 15.215.0 4.2
5033420190917 26.6  4.2  0.009999-99.9-99.9-99.9-99.9 5.1 43 6.7 38  1.2  21 16.812.2 5.2
5033420190918 25.5  1.8  0.009999-99.9-99.9-99.9-99.9 3.7 31 7.8 50  3.4  17 13.610.4 3.9
5033420190919 20.1  7.5  0.009999-99.9-99.9-99.9-99.9 4.2 35 4.6 29 -3.9  27 21.611.2 6.2
5033420190920 21.0  1.3  0.009999-99.9-99.9-99.9-99.9 5.2 43 4.5 34 -4.1  18 14.412.6 4.5
5033420190921 24.6  2.0  0.009999-99.9-99.9-99.9-99.9 5.4 45 4.9 32 -3.0  18 14.413.0 4.9
5033420190922 23.0  5.6  0.009999-99.9-99.9-99.9-99.9 4.5 37 6.4 39  0.6  24 19.211.8 5.4
5033420190923 31.0  9.0  0.009999-99.9-99.9-99.9-99.9 4.0 33 9.8 42  6.7  30 24.011.2 6.8
5033420190924 30.6  8.0  0.009999-99.9-99.9-99.9-99.9 4.8 40 9.4 42  6.1  11  8.812.4 4.5
5033420190925 32.3  7.5  0.009999-99.9-99.9-99.9-99.9 5.3 4310.0 43  7.0   8  6.413.2 4.2
5033420190926 32.5 11.3  0.009999-99.9-99.9-99.9-99.9 4.7 38 9.7 37  6.6  17 13.612.4 5.8
5033420190927 27.7 12.9  0.519999-99.9-99.9-99.9-99.9 3.4 2810.7 45  8.0  33 26.410.6 7.0
5033420190928 31.0 11.4  0.009999-99.9-99.9-99.9-99.9 4.5 3712.8 51 10.7  24 19.212.3 5.9
5033420190929 36.0 13.7  0.219999-99.9-99.9-99.9-99.9 4.0 3216.6 53 14.6  24 19.211.6 6.2
5033420190930 28.9 14.0  0.009999-99.9-99.9-99.9-99.9 0.0  0 9.7 38  6.5  37 29.6 5.9 7.9
5033420191001 19.7  7.4  0.009999-99.9-99.9-99.9-99.9 3.6 29 4.3 28 -4.6  26 20.811.2 6.2
5033420191002 20.0  2.2  0.009999-99.9-99.9-99.9-99.9 5.3 43 5.5 42 -1.3  16 12.813.8 4.3
5033420191003 15.0  3.2  0.009999-99.9-99.9-99.9-99.9 0.0  0 5.4 47 -1.6  23 18.4 6.0 3.8
5033420191004 19.5  6.0  0.009999-99.9-99.9-99.9-99.9 4.5 36 9.4 64  6.1  17 13.612.7 3.7
5033420191005 23.6  2.3  0.009999-99.9-99.9-99.9-99.9 9.5 76 8.1 54  3.9  15 12.020.2 4.8
5033420191006 29.0  9.0  0.009999-99.9-99.9-99.9-99.9 5.0 40 7.0 32  1.9  30 24.013.6 7.8
5033420191007 24.9  7.0  0.009999-99.9-99.9-99.9-99.9 4.0 32 6.2 34  0.1  28 22.412.2 6.7
5033420191008 28.4  6.0  0.009999-99.9-99.9-99.9-99.9 6.4 51 6.1 31 -0.1  14 11.215.9 5.5
5033420191009 30.7 13.5  0.009999-99.9-99.9-99.9-99.9 3.8 3010.1 38  7.1  16 12.812.0 5.8
5033420191010 33.0  9.5  0.519999-99.9-99.9-99.9-99.9 3.1 2411.6 46  9.2  15 12.011.0 5.1
5033420191011 30.0 12.4  2.019999-99.9-99.9-99.9-99.9 5.2 4110.6 42  7.8  17 13.614.3 6.0
5033420191012 30.3 14.2  0.009999-99.9-99.9-99.9-99.9 3.3 2619.3 72 17.0  16 12.811.5 4.2
5033420191013 20.6 11.5  0.009999-99.9-99.9-99.9-99.9 4.6 36 6.8 37  1.4  28 22.413.5 6.8
5033420191014 16.4  6.8  0.419999-99.9-99.9-99.9-99.9 0.0  0 5.9 43 -0.6  26 20.8 6.5 4.7
5033420191015 11.5  6.5  0.519999-99.9-99.9-99.9-99.9 0.0  0 8.6 75  4.8  17 13.6 6.5 2.2
5033420191016 13.5  7.5 12.019999-99.9-99.9-99.9-99.9 0.0  012.1 95  9.7  16 12.8 6.6 1.5
5033420191017 23.7 12.0  0.009999-99.9-99.9-99.9-99.9 3.6 2817.2 84 15.1  14 11.212.2 3.3
5033420191018 28.0  5.0  0.009999-99.9-99.9-99.9-99.911.5 8811.3 60  8.7   9  7.224.6 5.5
5033420191019 28.7 12.2  0.009999-99.9-99.9-99.9-99.9 8.7 6710.3 43  7.5  22 17.620.3 7.5
5033420191020 21.1 13.1  4.019999-99.9-99.9-99.9-99.9 0.0  013.8 71 11.8  23 18.4 6.7 3.4
5033420191021 24.0  8.0  0.009999-99.9-99.9-99.9-99.910.0 7611.4 63  9.0  15 12.022.5 5.6
5033420191022 22.2  3.5  0.009999-99.9-99.9-99.9-99.910.3 78 6.5 44  0.9  12  9.623.1 5.4
5033420191023 24.0  2.7  0.009999-99.9-99.9-99.9-99.910.8 82 7.5 49  2.9  12  9.624.0 5.5
5033420191024 26.7  9.0  0.009999-99.9-99.9-99.9-99.9 1.2  910.0 49  7.0  18 14.4 8.8 4.7
5033420191025 30.0  9.0  0.009999-99.9-99.9-99.9-99.9 9.5 7114.9 66 13.0  16 12.822.1 6.1
5033420191026 31.4 18.0  0.009999-99.9-99.9-99.9-99.9 1.3 1015.9 51 13.9  33 26.4 9.1 7.2
5033420191027 27.0 12.2  0.009999-99.9-99.9-99.9-99.9 3.0 2215.3 67 13.3  18 14.411.8 4.5
5033420191028 25.0 12.6  0.009999-99.9-99.9-99.9-99.9 9.0 6711.3 52  8.7  27 21.621.5 7.6
5033420191029 27.0  6.5  0.009999-99.9-99.9-99.9-99.9 7.9 5911.8 62  9.4  17 13.619.8 5.6
5033420191030 25.5 10.2  0.009999-99.9-99.9-99.9-99.9 8.4 62 9.4 46  6.1  20 16.020.7 6.8
5033420191031 28.8 10.0  0.009999-99.9-99.9-99.9-99.9 5.8 43 9.2 41  5.8  25 20.016.6 7.4
5033420191101 31.7 14.6 15.019999-99.9-99.9-99.9-99.9 0.2  116.4 58 14.4  24 19.2 7.5 5.2
5033420191102 25.2 10.0  0.009999-99.9-99.9-99.9-99.912.0 8810.9 54  8.2  20 16.026.8 7.4
5033420191103 28.5  8.0  0.319999-99.9-99.9-99.9-99.9 4.4 3211.3 54  8.8  20 16.014.4 5.6
5033420191104 30.5 12.5  0.009999-99.9-99.9-99.9-99.9 6.2 4512.8 50 10.7  25 20.017.4 7.4
5033420191105 28.0  6.0  0.009999-99.9-99.9-99.9-99.910.1 74 7.8 40  3.3  14 11.223.9 6.7
5033420191106 34.5 15.4  0.009999-99.9-99.9-99.9-99.9 7.7 5612.3 39 10.0  23 18.420.0 8.8
5033420191107 29.5 12.0  0.009999-99.9-99.9-99.9-99.9 6.7 49 9.6 39  6.3  18 14.418.4 7.1
5033420191108 30.5 12.5  5.019999-99.9-99.9-99.9-99.9 2.4 1711.8 46  9.4  28 22.411.4 7.0
5033420191109 27.7 10.5  0.009999-99.9-99.9-99.9-99.9 8.2 5914.8 67 12.8  19 15.221.0 6.2
5033420191110 28.5 14.2  0.009999-99.9-99.9-99.9-99.9 5.2 3817.3 68 15.2  23 18.416.1 5.8
5033420191111 31.0 14.0 16.019999-99.9-99.9-99.9-99.9 2.0 1416.9 62 14.9  30 24.010.8 6.0
5033420191112 32.0 17.5  0.009999-99.9-99.9-99.9-99.9 3.7 2721.5 69 18.7  18 14.413.7 5.4
5033420191113 34.4 18.0  0.009999-99.9-99.9-99.9-99.9 6.2 4523.1 68 19.8  11  8.817.9 6.0
5033420191114 33.0 12.5  0.009999-99.9-99.9-99.9-99.9 8.2 5912.2 44  9.9  11  8.821.2 6.8
5033420191115 35.5 18.6  8.019999-99.9-99.9-99.9-99.9 5.2 3713.9 39 11.9  22 17.616.3 8.4
5033420191116 32.6 18.0  0.009999-99.9-99.9-99.9-99.910.3 7414.8 46 12.8  16 12.824.8 8.5
5033420191117 33.0 17.5  0.009999-99.9-99.9-99.9-99.9 3.5 2519.0 59 16.7  19 15.213.5 6.1
5033420191118 34.5 18.0  0.009999-99.9-99.9-99.9-99.9 4.2 3015.7 46 13.7  18 14.414.7 7.1
5033420191119 34.0 13.2  0.009999-99.9-99.9-99.9-99.9 9.0 6414.0 48 11.9  22 17.622.8 8.6
5033420191120 35.6 18.0  0.009999-99.9-99.9-99.9-99.9 8.3 5916.6 47 14.5  21 16.821.7 8.9
5033420191121 37.0 15.5 16.019999-99.9-99.9-99.9-99.9 5.7 4019.4 57 17.1  28 22.417.3 8.2
5033420191122 26.2 14.5  0.009999-99.9-99.9-99.9-99.9 9.0 6416.5 69 14.5  23 18.422.9 7.0
5033420191123 25.5 11.0  0.009999-99.9-99.9-99.9-99.9 7.9 5611.3 54  8.8  27 21.621.1 7.5
5033420191124 25.5 15.0 30.019999-99.9-99.9-99.9-99.9 0.0  015.4 65 13.5  29 23.2 7.8 4.9
5033420191125 22.5 14.5  3.019999-99.9-99.9-99.9-99.9 1.2  818.5 87 16.3  25 20.0 9.9 3.3
5033420191126 23.7 11.2  0.009999-99.9-99.9-99.9-99.9 6.5 4613.3 67 11.3  18 14.418.9 5.6
5033420191127 26.0 10.5  0.009999-99.9-99.9-99.9-99.9 9.9 6910.7 51  8.0  15 12.024.6 7.0
5033420191128 33.5 15.5  0.619999-99.9-99.9-99.9-99.9 6.5 4510.8 35  8.1  24 19.218.9 9.1
5033420191129 30.2 14.4  0.009999-99.9-99.9-99.9-99.9 9.0 6313.7 51 11.7  18 14.423.2 7.8
5033420191130 27.5 10.8  0.009999-99.9-99.9-99.9-99.9 8.0 56 7.8 35  3.3  18 14.421.5 7.7
5033420191201 27.7 10.7  0.009999-99.9-99.9-99.9-99.9 7.3 51 8.4 38  4.5  17 13.620.4 7.2
5033420191202 32.5 14.6  9.019999-99.9-99.9-99.9-99.9 6.5 4510.7 37  8.0  28 22.419.0 9.5
5033420191203 26.5 16.5  0.009999-99.9-99.9-99.9-99.9 6.7 4713.6 53 11.5  25 20.019.4 7.7
5033420191204 20.5 10.5  0.009999-99.9-99.9-99.9-99.9 8.5 59 9.0 51  5.4  23 18.422.5 7.0
5033420191205 32.4  7.5  0.009999-99.9-99.9-99.9-99.9 7.9 5510.7 46  8.0  16 12.821.5 7.1
5033420191206 32.7 12.8  0.009999-99.9-99.9-99.9-99.9 7.5 52 9.7 35  6.5  16 12.820.8 7.9
5033420191207 28.0 14.4  0.009999-99.9-99.9-99.9-99.9 5.0 35 9.6 38  6.3  25 20.016.6 8.1
5033420191208 36.5 15.0  0.009999-99.9-99.9-99.9-99.9 7.9 5515.2 46 13.3  17 13.621.5 8.3
5033420191209 40.5 16.3  0.009999-99.9-99.9-99.9-99.9 8.6 5912.0 31  9.7  15 12.022.7 9.1
5033420191210 38.0 22.5  0.009999-99.9-99.9-99.9-99.9 6.8 47 9.9 23  6.8  18 14.419.7 9.8
5033420191211 32.5 19.0  1.019999-99.9-99.9-99.9-99.9 4.8 3314.6 44 12.6  18 14.416.3 7.5
5033420191212 26.0 15.5  0.009999-99.9-99.9-99.9-99.9 6.2 43 4.2 17 -5.2  27 21.618.7 9.9
5033420191213 28.8 10.8  0.009999-99.9-99.9-99.9-99.9 0.0  0 8.1 35  3.9  22 17.6 8.1 6.3
5033420191214 30.5 16.2  0.009999-99.9-99.9-99.9-99.9 3.5 24 9.8 34  6.6  21 16.814.1 7.7
5033420191215 32.5 14.1  0.009999-99.9-99.9-99.9-99.9 6.4 4413.2 46 11.0  16 12.819.1 7.3
5033420191216 33.6 12.5  0.009999-99.9-99.9-99.9-99.9 6.2 43 7.3 26  2.5  18 14.418.7 8.3
5033420191217 35.7 11.8  0.009999-99.9-99.9-99.9-99.9 6.7 4611.5 39  9.0  17 13.619.6 7.9
5033420191218 37.0 21.5 22.019999-99.9-99.9-99.9-99.9 0.0  010.6 26  7.8  33 26.4 8.110.5
5033420191219 31.4 16.2 69.019999-99.9-99.9-99.9-99.9 0.0  019.1 65 16.8  27 21.6 8.1 5.2
5033420191220 22.7 15.0  2.019999-99.9-99.9-99.9-99.9 4.9 3418.9 87 16.6  23 18.416.5 4.6
5033420191221 26.0 10.1  0.009999-99.9-99.9-99.9-99.9 9.5 6512.8 62 10.7  10  8.024.4 6.3
5033420191222 29.6 11.6  0.009999-99.9-99.9-99.9-99.9 8.0 5510.9 45  8.2  16 12.821.8 7.4
5033420191223 34.7 15.6  0.009999-99.9-99.9-99.9-99.9 7.2 5013.1 41 11.0  27 21.620.5 9.7
5033420191224 35.6 20.8 16.019999-99.9-99.9-99.9-99.9 7.0 4816.1 42 14.1  33 26.420.111.1
5033420191225 24.0 13.0  0.009999-99.9-99.9-99.9-99.9 4.3 3015.8 74 13.8  19 15.215.5 4.9
5033420191226 24.0 12.4  0.009999-99.9-99.9-99.9-99.9 3.4 2314.8 71 12.8  22 17.613.9 4.9
5033420191227 33.5 16.0 23.019999-99.9-99.9-99.9-99.9 2.7 1924.3 78 20.6  14 11.212.8 4.5
5033420191228 28.6 20.0  1.019999-99.9-99.9-99.9-99.9 0.0  023.7 78 20.2  15 12.0 8.1 3.5
5033420191229 29.5 19.8  8.019999-99.9-99.9-99.9-99.9 1.0  725.4 82 21.4  15 12.0 9.8 3.7
5033420191230 31.0 20.5  0.009999-99.9-99.9-99.9-99.9 7.6 5226.1 79 21.8  15 12.021.1 6.6
5033420191231 31.0 20.0  0.009999-99.9-99.9-99.9-99.9 7.8 5423.5 72 20.1  17 13.621.5 7.1
5033420200101 28.0 15.1  0.009999-99.9-99.9-99.9-99.9 4.8 3319.0 74 16.7  16 12.816.3 5.2
5033420200102 29.8 16.0  0.009999-99.9-99.9-99.9-99.9 6.7 4620.1 72 17.6  17 13.619.6 6.3
5033420200103 30.6 15.0  0.009999-99.9-99.9-99.9-99.9 8.9 6218.3 66 16.1  22 17.623.3 7.7
5033420200104 31.8 16.4  7.019999-99.9-99.9-99.9-99.9 6.4 4418.3 61 16.1  21 16.819.0 7.2
5033420200105 29.5 16.5 31.019999-99.9-99.9-99.9-99.9 0.5  322.2 79 19.2  18 14.4 8.9 3.7
5033420200106 27.5 11.5  0.009999-99.9-99.9-99.9-99.9 5.6 3912.7 56 10.5  20 16.017.6 6.4
5033420200107 29.0 11.0  0.009999-99.9-99.9-99.9-99.9 5.2 3612.4 53 10.1  13 10.416.9 5.8
5033420200108 33.0 17.0  0.009999-99.9-99.9-99.9-99.9 5.9 4116.8 53 14.8  24 19.218.1 8.0
5033420200109 27.6 15.7  0.009999-99.9-99.9-99.9-99.9 7.0 4910.9 42  8.2  22 17.619.9 8.1
5033420200110 30.5 13.0  0.009999-99.9-99.9-99.9-99.9 8.2 5712.8 49 10.6  14 11.222.0 7.2
5033420200111 31.5 17.2  0.009999-99.9-99.9-99.9-99.9 5.6 3915.2 50 13.3  14 11.217.5 6.7
5033420200112 30.7 17.0  0.009999-99.9-99.9-99.9-99.9 6.1 4319.5 66 17.1  21 16.818.4 6.7
5033420200113 25.9 18.5 65.019999-99.9-99.9-99.9-99.9 0.0  020.1 75 17.6  22 17.6 8.0 3.9
5033420200114 34.8 18.0 31.019999-99.9-99.9-99.9-99.9 4.3 3028.9 84 23.5  14 11.215.2 5.0
5033420200115 28.5 15.5  0.009999-99.9-99.9-99.9-99.910.1 7113.2 50 11.1  21 16.825.1 8.5
5033420200116 24.5 10.2  0.009999-99.9-99.9-99.9-99.9 7.0 4911.5 58  9.0  14 11.219.8 5.8
5033420200117 28.5 12.0  0.009999-99.9-99.9-99.9-99.9 6.7 4713.3 56 11.2  18 14.419.2 6.6
5033420200118 31.0 17.0  0.009999-99.9-99.9-99.9-99.9 5.0 3518.5 62 16.3  24 19.216.3 6.8
5033420200119 33.0 18.0  0.009999-99.9-99.9-99.9-99.9 3.2 2322.2 68 19.2  20 16.013.2 5.7
5033420200120 35.0 21.7105.019999-99.9-99.9-99.9-99.9 6.7 4728.1 73 23.0  14 11.219.1 6.7
5033420200121 31.0 17.5  0.009999-99.9-99.9-99.9-99.9 8.0 5724.2 80 20.6  13 10.421.3 6.2
5033420200122 31.1 19.5  0.009999-99.9-99.9-99.9-99.9 9.3 6624.5 76 20.8  10  8.023.5 6.9
5033420200123 32.0 21.0  0.009999-99.9-99.9-99.9-99.9 3.6 2624.6 71 20.8  21 16.813.8 5.8
5033420200124 33.7 21.0  0.009999-99.9-99.9-99.9-99.9 6.1 4423.3 64 19.9  14 11.218.0 6.6
5033420200125 32.2 18.0  0.009999-99.9-99.9-99.9-99.9 7.0 5017.2 54 15.1  14 11.219.5 7.0
5033420200126 33.4 16.8  0.009999-99.9-99.9-99.9-99.9 9.2 6618.5 58 16.2  13 10.423.1 7.5
5033420200127 26.5 11.5  0.009999-99.9-99.9-99.9-99.9 8.2 5912.3 56 10.0  18 14.421.4 6.7
5033420200128 31.5 16.2 23.019999-99.9-99.9-99.9-99.9 4.3 3117.7 60 15.6  26 20.814.8 6.8
5033420200129 31.2 17.0-99.999999-99.9-99.9-99.9-99.9 6.3 4523.1 77 19.8  16 12.818.1 5.8
5033420200130 28.0 13.0-99.999999-99.9-99.9-99.9-99.9 9.5 6917.4 72 15.3  13 10.423.4 6.3
5033420200131 35.8 14.5-99.999999-99.9-99.9-99.9-99.9 7.6 5517.6 55 15.5  23 18.420.2 8.1
5033420200201 32.5-99.9  0.009999-99.9-99.9-99.9-99.910.9 79-9.9 58-99.9  25 20.025.6-9.9
5033420200202 32.0 19.1  0.009999-99.9-99.9-99.9-99.911.0 8019.6 60 17.2  17 13.625.8 8.4
5033420200203 34.0 20.5  0.009999-99.9-99.9-99.9-99.9 7.9 5821.3 59 18.5  33 26.420.6 9.3
5033420200204 33.5 20.0 60.019999-99.9-99.9-99.9-99.9 0.0  024.9 71 21.1  20 16.0 7.4 4.2
5033420200205 26.6 18.0  2.019999-99.9-99.9-99.9-99.9 1.4 1023.4 87 20.0  13 10.4 9.7 3.1
5033420200206 28.8 17.2  0.009999-99.9-99.9-99.9-99.9 3.9 2923.9 85 20.3   9  7.213.8 4.0
5033420200207 28.5 17.5  0.009999-99.9-99.9-99.9-99.9 3.6 2621.6 77 18.8  17 13.613.2 4.6
5033420200208 27.5 16.5  0.009999-99.9-99.9-99.9-99.9 6.7 4921.1 80 18.4  15 12.018.3 5.2
5033420200209 25.5 14.5  0.009999-99.9-99.9-99.9-99.9 7.9 5816.6 71 14.6  17 13.620.2 5.8
5033420200210 26.0 12.0  0.009999-99.9-99.9-99.9-99.910.9 8114.7 67 12.7  16 12.825.1 6.6
5033420200211 26.5 13.7  0.009999-99.9-99.9-99.9-99.9 7.8 5815.5 66 13.6  20 16.019.9 6.2
5033420200212 33.7 15.0  0.009999-99.9-99.9-99.9-99.9 8.4 6318.0 59 15.8  28 22.420.8 8.2
5033420200213 26.5 19.0 14.019999-99.9-99.9-99.9-99.9 2.9 2218.8 68 16.5  16 12.811.8 4.6
5033420200214 29.3 15.0  0.009999-99.9-99.9-99.9-99.910.5 7920.0 75 17.5  10  8.024.1 6.3
5033420200215 34.5 18.5 14.019999-99.9-99.9-99.9-99.9 8.3 6220.4 59 17.8  21 16.820.4 7.8
5033420200216 30.5 19.5  2.019999-99.9-99.9-99.9-99.9 5.6 4223.4 74 20.0  15 12.016.0 5.4
5033420200217 28.5 18.0 27.019999-99.9-99.9-99.9-99.9 0.0  023.7 83 20.2  18 14.4 7.0 2.9
5033420200218 26.6  9.9  0.009999-99.9-99.9-99.9-99.911.5 8712.6 60 10.3  11  8.825.4 6.2
5033420200219 31.8 13.0  0.009999-99.9-99.9-99.9-99.9 8.9 6815.2 56 13.2  18 14.421.1 6.9
5033420200220 23.5  6.5  0.009999-99.9-99.9-99.9-99.910.6 81 9.7 57  6.6  12  9.623.7 5.5
5033420200221 24.0  5.0  0.009999-99.9-99.9-99.9-99.9 9.7 74 9.9 60  6.8  13 10.422.2 5.2
5033420200222 24.5  8.5  0.009999-99.9-99.9-99.9-99.9 8.8 6712.0 64  9.7  14 11.220.7 5.2
5033420200223 28.5 11.5  0.009999-99.9-99.9-99.9-99.9 8.2 6315.4 66 13.5  23 18.419.7 6.2
5033420200224 27.8 14.5  0.009999-99.9-99.9-99.9-99.9 5.0 3915.1 60 13.1  19 15.214.6 5.5
5033420200225 28.4  9.0  0.009999-99.9-99.9-99.9-99.9 9.6 7411.0 51  8.4  17 13.621.7 6.4
5033420200226 28.8  8.7  0.009999-99.9-99.9-99.9-99.911.0 8512.3 57 10.1  10  8.023.8 5.8
